# Clothes, footwear, jewellery and the parts a garment is made of.
# Multi-word entries are compound nouns, not spoken phrases, so they belong here
# rather than in phrases.tsv — the same call as "klatka piersiowa".
figi	figs	n	B1	clothing
majtki	panties	n	A2	clothing
boksery	boxers	n	B1	clothing
kąpielówki	swimming trunks	n	B1	clothing
podkoszulek	undershirt	n	B1	clothing
pończochy	stockings	n	B1	clothing
golf	polo neck, turtleneck	n	B1	clothing
kardigan	cardigan	n	B1	clothing
żakiet	women's jacket	n	B1	clothing
szlafrok	bathrobe	n	B1	clothing
futro	fur	n	B1	clothing
kożuch	sheepskin coat	n	B2	clothing
skórzana kurtka	leather jacket	n	A2	clothing
puchowa kurtka	down jacket	n	B1	clothing
spodnie dresowe	sweatpants	n	A2	clothing
czarne dżinsy rurki	black skinny jeans	n	B1	clothing
bluzka na ramiączkach	a blouse with straps	n	B2	clothing
wełniany szalik	woolen scarf	n	A2	clothing
komin	chimney	n	B2	clothing
bejsbolówka	baseball cap	n	B1	clothing
ciuchy	clothes, togs	n	B1	clothing
japonki	flip-flops	n	B1	clothing
klapki	flip-flops, slippers	n	A2	clothing
ciepłe kapcie	warm slippers	n	A2	clothing
sandały	sandals	n	A2	clothing
kozaki	boots	n	B2	clothing
trampki	sneakers	n	B1	clothing
tenisówki	tennis shoes	n	B1	clothing
sportowe buty	sports shoes	n	A2	clothing
czółenka	pumps	n	B2	clothing
buty na obcasach	high-heeled shoes	n	A2	clothing
obrączka	wedding ring	n	B1	clothing
wisiorek	pendant	n	B1	clothing
łańcuszek	chain	n	B1	clothing
kolczyki	earrings	n	A2	clothing
kieszeń	pocket	n	A2	clothing
kołnierzyk	collar	n	B1	clothing
rękawy	sleeves	n	A2	clothing
nogawki	legs	n	B2	clothing
suwak	slider	n	B1	clothing
podeszwa	sole	n	B2	clothing
parasol	umbrella	n	A2	clothing
